timestamp,cmd_v,cmd_w
1740544734658904793,0.0571428571428571,-1.0888888888888888
1740544734673197414,0.0571428571428571,-1.0888888888888888
1740544734691134476,0.0571428571428571,-1.0888888888888888
1740544734706187767,0.0571428571428571,-1.0888888888888888
1740544734724871561,0.0571428571428571,-1.0888888888888888
1740544734739963218,0.0571428571428571,-1.0888888888888888
1740544734754447883,0.0571428571428571,-1.0888888888888888
1740544734773252331,0.0571428571428571,-1.0888888888888888
1740544734788527310,0.0571428571428571,-1.0888888888888888
1740544734803609102,0.0571428571428571,-1.0888888888888888
1740544734821894709,0.0571428571428571,-1.0888888888888888
1740544734837091402,0.0571428571428571,-1.0888888888888888
1740544734855418267,0.0571428571428571,-1.0888888888888888
1740544734870463020,0.0571428571428571,-1.0888888888888888
1740544734885410504,0.0571428571428571,-1.0888888888888888
1740544734904262576,0.0571428571428571,-1.0888888888888888
1740544734919676808,0.0571428571428571,-1.0888888888888888
1740544734937143218,0.0571428571428571,-1.0888888888888888
1740544734953121884,0.0571428571428571,-1.0888888888888888
1740544734968841876,0.0571428571428571,-1.0888888888888888
1740544734986931701,0.0571428571428571,-1.0888888888888888
1740544735001798682,0.0571428571428571,-1.0888888888888888
1740544735016770056,0.0571428571428571,-1.0888888888888888
1740544735035061491,0.0571428571428571,-1.0888888888888888
1740544735050199242,0.0571428571428571,-1.0888888888888888
1740544735068790900,0.0571428571428571,-1.0888888888888888
1740544735083673498,0.0571428571428571,-1.0888888888888888
1740544735099418135,0.0571428571428571,-1.0888888888888888
1740544735117071777,0.0571428571428571,-1.0888888888888888
1740544735133040455,0.0571428571428571,-1.0888888888888888
1740544735147839460,0.0571428571428571,-1.0888888888888888
1740544735166319230,0.0571428571428571,-1.0888888888888888
1740544735181206683,0.0571428571428571,-1.0888888888888888
1740544735199520073,0.0571428571428571,-1.0888888888888888
1740544735214654172,0.0571428571428571,-1.0888888888888888
1740544735229974640,0.0571428571428571,-1.0888888888888888
1740544735248049833,0.0571428571428571,-1.0888888888888888
1740544735263301229,0.0571428571428571,-1.0888888888888888
1740544735278150442,0.0571428571428571,-1.0888888888888888
1740544735297085347,0.0571428571428571,-1.0888888888888888
1740544735313936335,0.0571428571428571,-1.0888888888888888
1740544735333047418,0.0571428571428571,-1.0888888888888888
1740544735347993293,0.0571428571428571,-1.0888888888888888
1740544735363014764,0.0571428571428571,-1.0888888888888888
1740544735380471296,0.0571428571428571,-1.0888888888888888
1740544735396618142,0.0571428571428571,-1.0888888888888888
1740544735411473552,0.0571428571428571,-1.0888888888888888
1740544735430298599,0.0571428571428571,-1.0888888888888888
1740544735445031245,0.0571428571428571,-1.0888888888888888
1740544735463116519,0.0571428571428571,-1.0888888888888888
1740544735478934932,0.0571428571428571,-1.0888888888888888
1740544735494985795,0.0571428571428571,-1.0888888888888888
1740544735511984058,0.0571428571428571,-1.0888888888888888
1740544735527156099,0.0571428571428571,-1.0888888888888888
1740544735543400872,0.0571428571428571,-1.0888888888888888
1740544735561931007,0.0571428571428571,-1.0888888888888888
1740544735579115608,0.0571428571428571,-1.0888888888888888
1740544735596594329,0.0571428571428571,-1.0888888888888888
1740544735611513509,0.0571428571428571,-1.0888888888888888
1740544735627730678,0.0571428571428571,-1.0888888888888888
1740544735658904719,0.0571428571428571,-1.0888888888888888
1740544735676087823,0.0571428571428571,-1.0888888888888888
1740544735690406265,0.0571428571428571,-1.0888888888888888
1740544735709234374,0.0571428571428571,-1.0888888888888888
1740544735723553430,0.0571428571428571,-1.0888888888888888
1740544735746240889,0.0571428571428571,-1.0888888888888888
1740544735757985543,0.0571428571428571,-1.0888888888888888
1740544735773897261,0.0571428571428571,-1.0888888888888888
1740544735791255667,0.0571428571428571,-1.0888888888888888
1740544735807135157,0.0571428571428571,-1.0888888888888888
1740544735821777205,0.0571428571428571,-1.0888888888888888
1740544735839852226,0.0571428571428571,-1.0888888888888888
1740544735855291780,0.0571428571428571,-1.0888888888888888
1740544735874528593,0.0571428571428571,-1.0888888888888888
1740544735888210710,0.0571428571428571,-1.0888888888888888
1740544735903766281,0.0571428571428571,-1.0888888888888888
1740544735921908500,0.0571428571428571,-1.0888888888888888
1740544735937187807,0.0571428571428571,-1.0888888888888888
1740544735952293205,0.0571428571428571,-1.0888888888888888
