,local_goals_x,local_goals_y,local_goals_yaw			,local_goals_x,local_goals_y,local_goals_yaw
0,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	0,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
1,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	1,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
2,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	2,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
3,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	3,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
4,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	4,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
5,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	5,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
6,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	6,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
7,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	7,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
8,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	8,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
9,-0.1680409622931643,-0.161709800946852,-2.842876548295153   |	9,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
10,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	10,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
11,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	11,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
12,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	12,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
13,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	13,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
14,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	14,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
15,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	15,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
16,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	16,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
17,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	17,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
18,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	18,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
19,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	19,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
20,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	20,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
21,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	21,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
22,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	22,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
23,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	23,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
24,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	24,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
25,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	25,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
26,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	26,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
27,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	27,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
28,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	28,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
29,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	29,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
30,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	30,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
31,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	31,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
32,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	32,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
33,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	33,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
34,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	34,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
35,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	35,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
36,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	36,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
37,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	37,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
38,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	38,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
39,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	39,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
40,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	40,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
41,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	41,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
42,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	42,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
43,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	43,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
44,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	44,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
45,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	45,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
46,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	46,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
47,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	47,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
48,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	48,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
49,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	49,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
50,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	50,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
51,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	51,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
52,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	52,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
53,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	53,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
54,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	54,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
55,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	55,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
56,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	56,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
57,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	57,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
58,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	58,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
59,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	59,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
60,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	60,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
61,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	61,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
62,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	62,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
63,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	63,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
64,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	64,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
65,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	65,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
66,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	66,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
67,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	67,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
68,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	68,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
69,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	69,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
70,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	70,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
71,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	71,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
72,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	72,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
73,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	73,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
74,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	74,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
75,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	75,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
76,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	76,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
77,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	77,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
78,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	78,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
79,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	79,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
80,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	80,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
81,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	81,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
82,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	82,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
83,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	83,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
84,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	84,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
85,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	85,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
86,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	86,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
87,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	87,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
88,-0.1680409622931643,-0.161709800946852,-2.842876548295153  |	88,0.8065058314959349,-0.0878552686123472,-2.8426563401277014
