local_goals_x,local_goals_y
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.36324313854523055,-0.8723027531892339
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.41315759054742485,-0.8867007180568295
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.46528236259201017,-0.8847938492482881
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.508709584309429,-0.8633711744535348
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.5580092175011897,-0.8429548024615978
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6047107711371071,-0.8309388337499714
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
-0.6569430845726364,-0.8277348652283839
