local_goals_x,local_goals_y,local_goals_yaw
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
-0.1173156091445633,-0.019643488511163903,-0.3240215573054567
