timestamp,odom_x,odom_y,odom_yaw,odom_v,odom_w
1745967147405261523,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147477240974,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147500621156,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147612239016,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147630922013,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147748220378,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147766888608,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147907040266,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147929234795,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967147982320510,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148085336635,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148111860026,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148200381819,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148279730940,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148437341997,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148458742918,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148554503281,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148575701621,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148676265615,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148695459569,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148783121471,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148802928425,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148902673119,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967148927351139,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149002429777,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149018159467,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149119684015,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149151906732,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149252464894,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149271975762,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149371026608,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149390701445,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149502808975,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149524708065,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149633436964,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149653268904,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149767072311,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149854429591,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149929738793,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967149995961634,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967150077760902,-0.35280864154116254,-3.202921838730022e-11,-2.9487078958933064,6.321621569956217e-17,-2.0698974454685136e-16
1745967150142959573,-0.3528165913831196,-1.5524523160753323e-06,-2.9487774208902016,0.0002699999915957245,-0.0023174998965068325
1745967150220668646,-0.35303127778629684,-4.325884971157039e-05,-2.9506545958715766,0.007559999941150574,-0.06488999927568521
1745967150285210877,-0.3534290503681291,-0.00011942844301345564,-2.954130845856041,0.020249999915932643,-0.17381249896476966
1745967150329699099,-0.3540261997021514,-0.0002310890230551114,-2.959345220840482,0.03374999991595934,-0.2896874989635053
1745967150394514577,-0.35498544761443857,-0.00040369921078795023,-2.96789679582177,0.04922857135844076,-0.42873749896125773
1745967150451746453,-0.3558303307027475,-0.0005481341093904122,-2.9769350458061425,0.05619999996767842,-0.5446124989591765
1745967150521118727,-0.35684603585622904,-0.0007102667485828162,-2.99007527078733,0.057142857134521316,-0.6836624989560783
1745967150566390298,-0.3576941499936424,-0.000834307691863847,-3.0029373957715966,0.05714285713461603,-0.799537498952825
1745967150626288757,-0.35854386454397286,-0.0009468569876182063,-3.0167033457654515,0.05714285713806867,-0.8876024992706698
1745967150689888515,-0.3595653382389034,-0.0010674064593081628,-3.0312425624312254,0.05714285714054125,-0.8508055554260642
1745967150750218478,-0.36041779891306375,-0.001156828731446254,-3.0429092290921926,0.05714285713017005,-0.787781944222901
1745967150765544821,-0.36127124480954154,-0.0012362997690721776,-3.0545758957517806,0.057142857128648784,-0.7777777773518213
1745967150861465043,-0.362296516813734,-0.001318514250075818,-3.068575895743234,0.05714285713427405,-0.7777777773040236
1745967150875886534,-0.3631517211427272,-0.0013760564059531661,-3.0802425624027343,0.057142857134195854,-0.7777777773013592
