timestamp,odom_x,odom_y,odom_yaw
1738726257725193200,-0.35273486199478127,-3.195378085658667e-11,-2.93233474964705
1738726257775571112,-0.35273486199493354,-3.1986897450635464e-11,-2.922114574665689
1738726257796856250,-0.35273486199506077,-3.2015980375387987e-11,-2.911685824681283
1738726257810512354,-0.3527348619951885,-3.204668018444211e-11,-2.8995189496969442
1738726257827676349,-0.35273486199534254,-3.208605387512946e-11,-2.882624374715838
1738726257842907530,-0.3527348619954714,-3.212126621462045e-11,-2.866633624731677
1738726257861219782,-0.3527348619956266,-3.21668205540948e-11,-2.8451503997508096
1738726257876328893,-0.35273486199575654,-3.2207889654553706e-11,-2.825335774766867
1738726257891502558,-0.35273486199588483,-3.2251344552220625e-11,-2.8043642747766833
1738726257910164238,-0.3527348619960337,-3.230565117331281e-11,-2.7791642747856162
1738726257925313301,-0.352734861996154,-3.2352679480910774e-11,-2.758164274793181
1738726257940225074,-0.35273486199627063,-3.240114102828638e-11,-2.737164274800852
1738726257958435678,-0.35273486199640586,-3.2461009515927396e-11,-2.7119642748101938
1738726257973341360,-0.35273486199651444,-3.251214322281214e-11,-2.6909642748180884
1738726257992128476,-0.3527348619966399,-3.257479025928137e-11,-2.66576427482769
1738726258007409682,-0.35273486199674037,-3.262789063923351e-11,-2.644764274835795
1738726258022478858,-0.35273486199683707,-3.2681622807119476e-11,-2.6237642748439893
1738726258041316457,-0.3527348619969482,-3.274677763305625e-11,-2.598564274853937
1738726258056156436,-0.3527348619970365,-3.280138634205941e-11,-2.5775642748623175
1738726258071288318,-0.3527348619971212,-3.285620960501304e-11,-2.556564274870778
1738726258089990447,-0.352734861997218,-3.2922040081544295e-11,-2.5313642748810326
1738726258104757019,-0.3527348619972944,-3.2976716496837016e-11,-2.5103642748896564
1738726258122557207,-0.35273486199738135,-3.304191701603279e-11,-2.4851642749000966
1738726258137715548,-0.3527983117075924,-5.0349013788166466e-05,-2.464859524904747
1738726258152363354,-0.35301745840748,-0.0002301955154070559,-2.446292899907241
1738726258170993789,-0.3534796285369708,-0.0006244581199108847,-2.42630727490595
1738726258186414042,-0.35402618592765855,-0.001106854704894569,-2.4115645249049398
1738726258201836290,-0.3547160110689235,-0.0017328110578149055,-2.3985598999037334
1738726258219686993,-0.3557293542820369,-0.0026770617458529117,-2.3852486749011392
1738726258235098647,-0.35672632853862624,-0.0036268817531848662,-2.3760679248989818
1738726258253525274,-0.35810423514898093,-0.004963518639206044,-2.3673453498963912
1738726258268488032,-0.35940356921673156,-0.006241497235804935,-2.3619884748942255
1738726258283703117,-0.3608409141910708,-0.007667912302828494,-2.3583697248920497
