timestamp,cmd_v,cmd_w
1745967147405261523,0.0571428571428571,-1.4
1745967147477240974,0.0571428571428571,-1.4
1745967147500621156,0.0571428571428571,-1.4
1745967147612239016,0.0571428571428571,-1.4
1745967147630922013,0.0571428571428571,-1.4
1745967147748220378,0.0571428571428571,-1.4
1745967147766888608,0.0571428571428571,-1.4
1745967147907040266,0.0571428571428571,-1.4
1745967147929234795,0.0571428571428571,-1.4
1745967147982320510,0.0571428571428571,-1.4
1745967148085336635,0.0571428571428571,-1.4
1745967148111860026,0.0571428571428571,-1.4
1745967148200381819,0.0571428571428571,-1.4
1745967148279730940,0.0571428571428571,-1.4
1745967148437341997,0.0571428571428571,-1.4
1745967148458742918,0.0571428571428571,-1.4
1745967148554503281,0.0571428571428571,-1.4
1745967148575701621,0.0571428571428571,-1.4
1745967148676265615,0.0571428571428571,-1.4
1745967148695459569,0.0571428571428571,-1.4
1745967148783121471,0.0571428571428571,-1.4
1745967148802928425,0.0571428571428571,-1.4
1745967148902673119,0.0571428571428571,-1.4
1745967148927351139,0.0571428571428571,-1.4
1745967149002429777,0.0571428571428571,-1.4
1745967149018159467,0.0571428571428571,-1.4
1745967149119684015,0.0571428571428571,-1.4
1745967149151906732,0.0571428571428571,-1.4
1745967149252464894,0.0571428571428571,-1.4
1745967149271975762,0.0571428571428571,-1.4
1745967149371026608,0.0571428571428571,-1.4
1745967149390701445,0.0571428571428571,-1.4
1745967149502808975,0.0571428571428571,-1.4
1745967149524708065,0.0571428571428571,-1.4
1745967149633436964,0.0571428571428571,-1.4
1745967149653268904,0.0571428571428571,-1.4
1745967149767072311,0.0571428571428571,-1.4
1745967149854429591,0.0571428571428571,-1.4
1745967149929738793,0.0571428571428571,-1.4
1745967149995961634,0.0571428571428571,-1.4
1745967150077760902,0.0571428571428571,-1.4
1745967150142959573,0.0571428571428571,-1.4
1745967150220668646,0.0571428571428571,-1.4
1745967150285210877,0.0571428571428571,-0.7777777777777777
1745967150329699099,0.0571428571428571,-0.7777777777777777
1745967150394514577,0.0571428571428571,-0.7777777777777777
1745967150451746453,0.0571428571428571,-0.7777777777777777
1745967150521118727,0.0571428571428571,-0.7777777777777777
1745967150566390298,0.0571428571428571,-0.7777777777777777
1745967150626288757,0.0571428571428571,-0.7777777777777777
1745967150689888515,0.0571428571428571,-0.7777777777777777
1745967150750218478,0.0571428571428571,-0.7777777777777777
1745967150765544821,0.0571428571428571,-0.7777777777777777
1745967150861465043,0.1142857142857143,0.7777777777777781
1745967150875886534,0.1142857142857143,0.7777777777777781
1745967150990306136,0.1142857142857143,0.7777777777777781
1745967151005478715,0.1142857142857143,0.7777777777777781
1745967151045158944,0.1142857142857143,0.7777777777777781
1745967151148933378,0.1142857142857143,0.7777777777777781
1745967151206099408,0.1142857142857143,0.7777777777777781
1745967151220938749,0.1142857142857143,0.7777777777777781
1745967151332105771,0.2857142857142857,-0.7777777777777777
1745967151386031873,0.2857142857142857,-0.7777777777777777
1745967151457196801,0.2857142857142857,-0.7777777777777777
1745967151517632049,0.2857142857142857,-0.7777777777777777
1745967151594159636,0.2857142857142857,-0.7777777777777777
1745967151670181834,0.2857142857142857,-0.7777777777777777
1745967151742894783,0.2857142857142857,-0.7777777777777777
1745967151810604781,0.1142857142857143,-0.7777777777777777
1745967151910161645,0.1142857142857143,-0.7777777777777777
1745967151972198851,0.1142857142857143,-0.7777777777777777
1745967152067015967,0.1142857142857143,-0.7777777777777777
1745967152127579432,0.1142857142857143,-0.7777777777777777
1745967152189587197,0.1142857142857143,-0.7777777777777777
1745967152252037418,0.1142857142857143,-0.7777777777777777
1745967152305962487,0.0,1.088888888888889
1745967152367853501,0.0,1.088888888888889
1745967152436987751,0.0,1.088888888888889
1745967152504421310,0.0,1.088888888888889
1745967152570128742,0.0,1.088888888888889
1745967152636930092,0.0,1.088888888888889
1745967152688441942,0.0,1.088888888888889
1745967152754678589,0.0,1.088888888888889
1745967152801973415,0.0,-0.1555555555555554
1745967152875796875,0.0,-0.1555555555555554
1745967152983910308,0.0,-0.1555555555555554
1745967152998377381,0.0,-0.1555555555555554
1745967153101731235,0.0,-0.1555555555555554
1745967153116890305,0.0,-0.1555555555555554
1745967153172168314,0.0,-0.1555555555555554
1745967153261699175,0.0,-0.1555555555555554
1745967153378440725,0.0571428571428571,0.7777777777777781
1745967153393585141,0.0571428571428571,0.7777777777777781
1745967153535712977,0.0571428571428571,0.7777777777777781
