local_goals_x,local_goals_y,local_goals_yaw
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
-0.2337396591757711,-0.0981829352386594,-2.8037829802752925
