RowIndex,AngleIndex,LidarValue
0,0,0.08558970778873141
0,1,0.05370357563203065
0,2,0.08583060134537313
0,3,0.05372183213466332
0,4,0.08609977161357699
0,5,0.05374977846958542
0,6,0.08639691797843829
0,7,0.05378739858642754
0,8,0.05383467093073903
0,9,0.0867217127822279
0,10,0.05389156850187964
0,11,0.08707380283729996
0,12,0.05395805892514963
0,13,0.08745281101505371
0,14,0.054034104537705324
0,15,0.08785833789508478
0,16,0.05411966248772896
0,17,0.08828996345877019
0,18,0.05421468484624372
0,19,0.054319118730895184
0,20,0.0889853720211045
0,21,0.054432906440963325
0,22,0.08948028711585887
0,23,0.05455598560280841
0,24,0.0899996935787317
0,25,0.05468828932491622
0,26,0.09054310009717503
0,27,0.05482974636166505
0,28,0.054980281284910205
0,29,0.09140210821659056
0,30,0.05513981466246408
0,31,0.09200329628482101
0,32,0.05530826324253148
0,33,0.09262668771047994
0,34,0.055485540143165715
0,35,0.05567155504580548
0,36,0.09360224803181044
0,37,0.055866214391972396
0,38,0.09462477367769152
0,39,0.05606942158222257
0,40,0.05628107717647352
0,41,0.09569245221560192
0,42,0.056501079094857
0,43,0.09680346935058658
0,44,0.05672932281828484
0,45,0.05696570158795539
0,46,0.0983491184808566
0,47,0.05721010660307258
0,48,0.05746242721609683
0,49,0.0999643585233271
0,50,0.057722551124895674
0,51,0.057990364561213203
0,52,0.10164501710700743
0,53,0.05826575247493385
0,54,0.0585485987136634
0,55,0.10383163098296153
0,56,0.0588387861972052
0,57,0.05913619708656477
0,58,0.10610637539254168
0,59,0.059440712947163445
0,60,0.05975221490599273
0,61,0.10846183943237815
0,62,0.06007058380249233
0,63,0.060395700332975755
0,64,0.060727445188476066
0,65,0.11238094997286778
0,66,0.06106569918592424
0,67,0.0614103433926087
0,68,0.06176125924390656
0,69,0.11750405261187793
0,70,0.0621183286543043
0,71,0.06248143412175948
0,72,0.06285045882548213
0,73,0.0632252867172386
0,74,0.06360580260630336
0,75,0.12776683492090435
0,76,0.06399189223820154
0,77,0.06438344236740828
0,78,0.06478034082417396
0,79,0.06518247657566854
0,80,0.06558973978164093
0,81,0.06600202184479831
0,82,0.06641921545611683
0,83,0.06684121463530152
0,84,0.06726791476661122
0,85,0.06769921263027028
0,86,0.06813500642968318
0,87,0.06857519581467555
0,88,0.06901968190097095
0,89,0.06946836728612131
0,90,0.06992115606209676
0,91,0.07037795382473808
0,92,0.0708386676802721
0,93,0.07130320624908192
0,94,0.07224339958372522
0,95,0.07271887916027765
0,96,0.07319783306275454
0,97,0.07368017745545041
0,98,0.07465470980352076
0,99,0.07514673748906135
0,100,0.07613992612540021
0,101,0.07664093547880331
0,102,0.07765141583371946
0,103,0.07816074362154173
0,104,0.07918722654944632
0,105,0.07970424652678668
0,106,0.08074551532104225
0,107,0.08179599971678508
0,108,0.08285520943612294
0,109,0.08392267317473096
0,110,0.08499793790978918
0,111,0.08662451401198631
0,112,0.0877174130101753
0,113,0.08936854765578978
0,114,0.09103270449118553
0,115,0.09270868814488345
0,116,0.09439537088248204
0,117,0.09665909288467919
0,118,0.09950925955135599
0,119,0.10295399702247465
0,120,0.10815770482132109
0,121,0.6914580368343164
0,122,0.6927750228413411
0,123,0.6942690615606625
0,124,0.6961886799351806
0,125,0.698328803183921
0,126,0.7006827899159682
0,127,0.7032434120371585
0,128,0.7063614082843459
0,129,0.7097192566656014
0,130,0.7137162334320254
0,131,0.7179757094641586
0,132,0.7234068485949053
0,133,0.7291546263163481
0,134,0.7367310079760788
0,135,0.746304148305246
0,136,0.7613917950727502
0,137,0.804754429412795
0,138,0.8055353275466507
0,139,0.806555022394309
0,140,0.8079837135709294
0,141,0.8094996459718604
0,142,0.8114758777660331
0,143,0.8137316013288781
0,144,0.816258333073289
0,145,0.8193721844003384
0,146,0.8227948145675513
0,147,0.8192190479159234
0,148,0.8125883450771472
0,149,0.8068246455431379
0,150,0.8022752537109922
0,151,0.798051629592358
0,152,0.794513751726384
0,153,0.7915890658924711
0,154,0.7889213654589077
0,155,0.7865206257196843
0,156,0.7843959183311288
0,157,0.782745594956579
0,158,0.781324802817866
0,159,0.7801378863205309
0,160,0.7791884947045623
0,161,0.7784795601082627
0,162,0.7780132797202588
0,163,0.7777911022745889
0,164,0.7777708838952515
0,165,0.7778137190847006
0,166,0.7780810597477648
0,167,0.7785922925826549
0,168,0.7793458297951225
0,169,0.7803393372940557
0,170,0.7815697490151926
0,171,0.7830332855450859
0,172,0.7849528292922702
0,173,0.7868960878898675
0,174,0.7893413066234902
0,175,0.7920519084761372
0,176,0.7953626064099278
0,177,0.7989733611222486
0,178,0.8032723894582227
0,179,0.8083269111110453
0,180,0.8137312651226123
0,181,0.8209282263630246
0,182,0.8295983683034008
0,183,0.8414701578008806
0,184,0.8683273524724122
0,185,0.0
0,186,0.0
0,187,0.0
0,188,0.0
0,189,0.0
0,190,0.0
0,191,0.0
0,192,0.0
0,193,0.0
0,194,0.0
0,195,0.0
0,196,0.0
0,197,0.0
0,198,0.0
0,199,0.0
0,200,0.0
0,201,0.0
0,202,0.0
0,203,0.0
0,204,0.0
0,205,0.0
0,206,0.0
0,207,0.0
0,208,0.0
0,209,0.0
0,210,0.0
0,211,0.0
0,212,0.0
0,213,0.0
0,214,0.0
0,215,0.0
0,216,0.0
0,217,0.0
0,218,0.0
0,219,0.0
0,220,0.0
0,221,0.0
0,222,0.0
0,223,0.0
0,224,0.0
0,225,0.0
0,226,0.0
0,227,0.0
0,228,0.0
0,229,0.0
0,230,0.0
0,231,0.0
0,232,0.0
0,233,0.0
0,234,0.0
0,235,0.0
0,236,0.0
0,237,0.0
0,238,0.0
0,239,0.0
0,240,0.0
0,241,0.0
0,242,0.0
0,243,0.0
0,244,0.0
0,245,0.0
0,246,0.0
0,247,0.0
0,248,0.0
0,249,0.0
0,250,0.0
0,251,0.0
0,252,0.5973661519776049
0,253,0.577289980989877
0,254,0.5673549539510832
0,255,0.5599199994466818
0,256,0.5543013944676983
0,257,0.5493911370357953
0,258,0.5446917481883939
0,259,0.5410986167002791
0,260,0.5376651529042683
0,261,0.5344019537672635
0,262,0.5316944155113631
0,263,0.5291317662309231
0,264,0.5270553898234802
0,265,0.5250940381667418
0,266,0.5229560998890832
0,267,0.5212564201498728
0,268,0.5199362144234453
0,269,0.5184700807856356
0,270,0.5171355196514473
0,271,0.5161258155882671
0,272,0.5150391906134268
0,273,0.514239343091582
0,274,0.5135367730658355
0,275,0.5129324769199106
0,276,0.5123382452471278
0,277,0.5119529861461347
0,278,0.5116682641449096
0,279,0.48929946435421484
0,280,0.47922020390084374
0,281,0.47217093355691225
0,282,0.4663992092291809
0,283,0.46183142534834104
0,284,0.45790267360487585
0,285,0.454110040571036
0,286,0.45091240161944335
0,287,0.44783578443533084
0,288,0.4448878626403329
0,289,0.4424692084149274
0,290,0.4401552592354047
0,291,0.438310205979877
0,292,0.4361998197959387
0,293,0.4345304418330951
0,294,0.4329447506997898
0,295,0.4314450204085669
0,296,0.4300334279877361
0,297,0.4287120462806745
0,298,0.42748283688217215
0,299,0.42656707637894703
0,300,0.42550833907073676
0,301,0.42473112734044827
0,302,0.4238480889532386
0,303,0.42321329152448284
0,304,0.4225103735690524
0,305,0.42202118862969673
0,306,0.42159756302266166
0,307,0.4212399246768593
0,308,0.4208862171579836
0,309,0.42067827398149554
0,310,0.42053725183308727
0,311,0.42046329458200704
0,312,0.41945211825847273
0,313,0.4074689734388574
0,314,0.40024390222669476
0,315,0.3942915478809152
0,316,0.3895549664132656
